,loss,binary_accuracy,group,train_size,trial
0,0.7729799747467041,0.4885057508945465,abstractor,5,0
1,0.7420427203178406,0.5373563170433044,abstractor,5,1
2,0.7717944383621216,0.5143678188323975,abstractor,5,2
3,0.7317854166030884,0.48275861144065857,abstractor,5,3
4,0.8377119898796082,0.5316091775894165,abstractor,5,4
5,0.7565184831619263,0.5258620977401733,abstractor,5,5
6,0.7736485004425049,0.517241358757019,abstractor,5,6
7,0.7014250755310059,0.5488505959510803,abstractor,5,7
8,0.7446931004524231,0.5344827771186829,abstractor,5,8
9,0.9061846733093262,0.545976996421814,abstractor,5,9
10,0.7287063598632812,0.5114942789077759,abstractor,25,0
11,0.7070066332817078,0.5201149582862854,abstractor,25,1
12,0.7912262082099915,0.5258620977401733,abstractor,25,2
13,0.7547510266304016,0.5747126340866089,abstractor,25,3
14,0.8214064240455627,0.49712643027305603,abstractor,25,4
15,0.7373011708259583,0.48275861144065857,abstractor,25,5
16,0.7445858716964722,0.5,abstractor,25,6
17,0.7416023015975952,0.5488505959510803,abstractor,25,7
18,0.7178070545196533,0.5316091775894165,abstractor,25,8
19,0.7480238080024719,0.5833333134651184,abstractor,25,9
20,0.711391031742096,0.5488505959510803,abstractor,50,0
21,0.6779384613037109,0.5718390941619873,abstractor,50,1
22,0.7183312177658081,0.5488505959510803,abstractor,50,2
23,0.7245467901229858,0.49712643027305603,abstractor,50,3
24,0.7087630033493042,0.49712643027305603,abstractor,50,4
25,0.6971384286880493,0.5718390941619873,abstractor,50,5
26,0.672175943851471,0.5890804529190063,abstractor,50,6
27,0.8092418909072876,0.48275861144065857,abstractor,50,7
28,0.7154759168624878,0.5373563170433044,abstractor,50,8
29,0.7312930226325989,0.49425286054611206,abstractor,50,9
30,0.6839893460273743,0.5545976758003235,abstractor,100,0
31,0.6421603560447693,0.6321839094161987,abstractor,100,1
32,0.7085651755332947,0.517241358757019,abstractor,100,2
33,0.7143496870994568,0.540229856967926,abstractor,100,3
34,0.7421257495880127,0.5718390941619873,abstractor,100,4
35,0.6918140053749084,0.6293103694915771,abstractor,100,5
36,0.7146211266517639,0.49425286054611206,abstractor,100,6
37,0.7530757188796997,0.5632184147834778,abstractor,100,7
38,0.6895939707756042,0.568965494632721,abstractor,100,8
39,0.6598403453826904,0.6379310488700867,abstractor,100,9
40,0.6445305943489075,0.6637930870056152,abstractor,150,0
41,0.7116296887397766,0.5028735399246216,abstractor,150,1
42,0.6733384728431702,0.6034482717514038,abstractor,150,2
43,0.6054343581199646,0.6867815852165222,abstractor,150,3
44,0.7034509181976318,0.6149425506591797,abstractor,150,4
45,0.6416393518447876,0.6551724076271057,abstractor,150,5
46,0.5696905851364136,0.704023003578186,abstractor,150,6
47,0.6609917879104614,0.7298850417137146,abstractor,150,7
48,0.6244726777076721,0.7126436829566956,abstractor,150,8
49,0.623538613319397,0.6522988677024841,abstractor,150,9
50,0.671636164188385,0.5977011322975159,abstractor,200,0
51,0.6397693753242493,0.6408045887947083,abstractor,200,1
52,0.633445680141449,0.732758641242981,abstractor,200,2
53,0.6293381452560425,0.6867815852165222,abstractor,200,3
54,0.7113476395606995,0.6206896305084229,abstractor,200,4
55,0.5765095353126526,0.7241379022598267,abstractor,200,5
56,0.5993787050247192,0.7557471394538879,abstractor,200,6
57,0.5912157297134399,0.7183908224105835,abstractor,200,7
58,0.648364782333374,0.6752873659133911,abstractor,200,8
59,0.6377204656600952,0.6465517282485962,abstractor,200,9
60,0.736504316329956,0.5258620977401733,abstractor,25,0
61,0.6592739820480347,0.6120689511299133,abstractor,25,1
62,0.8031049966812134,0.479885071516037,abstractor,25,2
63,0.8247939944267273,0.5660919547080994,abstractor,25,3
64,0.7300416827201843,0.5316091775894165,abstractor,25,4
65,0.7046587467193604,0.517241358757019,abstractor,25,5
66,0.7194461822509766,0.5287356376647949,abstractor,25,6
67,0.7011837959289551,0.5316091775894165,abstractor,25,7
68,0.7280393242835999,0.5316091775894165,abstractor,25,8
69,0.7823521494865417,0.5431034564971924,abstractor,25,9
70,0.4559091031551361,0.8132184147834778,abstractor,300,0
71,0.5305829048156738,0.7471264600753784,abstractor,300,1
72,0.4257218837738037,0.8218390941619873,abstractor,300,2
73,0.42695507407188416,0.8045976758003235,abstractor,300,3
74,0.5507171750068665,0.8017241358757019,abstractor,300,4
75,0.539540708065033,0.790229856967926,abstractor,300,5
76,0.4632602035999298,0.8247126340866089,abstractor,300,6
77,0.33748507499694824,0.8764367699623108,abstractor,300,7
78,0.41499626636505127,0.8390804529190063,abstractor,300,8
79,0.44706204533576965,0.8045976758003235,abstractor,300,9
80,0.379088431596756,0.8505747318267822,abstractor,350,0
81,0.4616282284259796,0.8074712753295898,abstractor,350,1
82,0.4624137878417969,0.8333333134651184,abstractor,350,2
83,0.33204764127731323,0.8821839094161987,abstractor,350,3
84,0.46362027525901794,0.8103448152542114,abstractor,350,4
85,0.4500338137149811,0.8304597735404968,abstractor,350,5
86,0.3739217221736908,0.8419540524482727,abstractor,350,6
87,0.46767935156822205,0.8333333134651184,abstractor,350,7
88,0.333562433719635,0.8850574493408203,abstractor,350,8
89,0.5391237735748291,0.7442528605461121,abstractor,350,9
90,0.37451425194740295,0.8563218116760254,abstractor,400,0
91,0.4627171754837036,0.7931034564971924,abstractor,400,1
92,0.4213663339614868,0.8275862336158752,abstractor,400,2
93,0.42366287112236023,0.8218390941619873,abstractor,400,3
94,0.38742443919181824,0.8160919547080994,abstractor,400,4
95,0.3784451186656952,0.8735632300376892,abstractor,400,5
96,0.4761161804199219,0.7988505959510803,abstractor,400,6
97,0.4572121500968933,0.8505747318267822,abstractor,400,7
98,0.4033540189266205,0.8793103694915771,abstractor,400,8
99,0.4065864682197571,0.8477011322975159,abstractor,400,9
100,0.3562646508216858,0.8419540524482727,abstractor,495,0
101,0.3382231593132019,0.8821839094161987,abstractor,495,1
102,0.3797290027141571,0.8563218116760254,abstractor,495,2
103,0.35904449224472046,0.9109195470809937,abstractor,495,3
104,0.21006490290164948,0.9137930870056152,abstractor,495,4
105,0.3272462487220764,0.8477011322975159,abstractor,495,5
106,0.32392174005508423,0.8965517282485962,abstractor,495,6
107,0.33286145329475403,0.8965517282485962,abstractor,495,7
108,0.2361253798007965,0.931034505367279,abstractor,495,8
109,0.3269084393978119,0.9109195470809937,abstractor,495,9
0,0.971722424030304,0.477011501789093,corelnet,5,0
1,1.0959906578063965,0.48563218116760254,corelnet,5,1
2,2.990295171737671,0.48275861144065857,corelnet,5,2
3,0.9015060067176819,0.5316091775894165,corelnet,5,3
4,0.85680091381073,0.45114943385124207,corelnet,5,4
5,1.6837142705917358,0.477011501789093,corelnet,5,5
6,1.296384572982788,0.48275861144065857,corelnet,5,6
7,0.734540581703186,0.4885057508945465,corelnet,5,7
8,1.467658519744873,0.477011501789093,corelnet,5,8
9,1.0166195631027222,0.545976996421814,corelnet,5,9
10,0.9709951281547546,0.4885057508945465,corelnet,25,0
11,2.6937384605407715,0.48275861144065857,corelnet,25,1
12,0.820367157459259,0.5086206793785095,corelnet,25,2
13,0.8269426226615906,0.5747126340866089,corelnet,25,3
14,0.8995670080184937,0.47413793206214905,corelnet,25,4
15,0.7855961918830872,0.477011501789093,corelnet,25,5
16,0.7359190583229065,0.522988498210907,corelnet,25,6
17,0.9049444794654846,0.4482758641242981,corelnet,25,7
18,1.3535505533218384,0.4913793206214905,corelnet,25,8
19,1.3011678457260132,0.5086206793785095,corelnet,25,9
20,1.158544898033142,0.545976996421814,corelnet,50,0
21,0.9975770711898804,0.479885071516037,corelnet,50,1
22,1.0937044620513916,0.4597701132297516,corelnet,50,2
23,1.7670445442199707,0.517241358757019,corelnet,50,3
24,0.9405519962310791,0.5344827771186829,corelnet,50,4
25,0.7820724844932556,0.4683907926082611,corelnet,50,5
26,1.773917555809021,0.4913793206214905,corelnet,50,6
27,1.4225010871887207,0.517241358757019,corelnet,50,7
28,1.7924904823303223,0.517241358757019,corelnet,50,8
29,0.7620775103569031,0.5028735399246216,corelnet,50,9
30,1.057451844215393,0.5086206793785095,corelnet,100,0
31,0.7794268131256104,0.44252872467041016,corelnet,100,1
32,0.8357970118522644,0.540229856967926,corelnet,100,2
33,0.756449282169342,0.5488505959510803,corelnet,100,3
34,2.0980401039123535,0.477011501789093,corelnet,100,4
35,2.492629289627075,0.48275861144065857,corelnet,100,5
36,0.7882915139198303,0.4885057508945465,corelnet,100,6
37,1.452661395072937,0.545976996421814,corelnet,100,7
38,0.7311364412307739,0.522988498210907,corelnet,100,8
39,1.3482803106307983,0.517241358757019,corelnet,100,9
40,0.7668038010597229,0.49712643027305603,corelnet,150,0
41,1.1416122913360596,0.49425286054611206,corelnet,150,1
42,0.7380922436714172,0.5258620977401733,corelnet,150,2
43,1.047379970550537,0.479885071516037,corelnet,150,3
44,0.8303667902946472,0.5287356376647949,corelnet,150,4
45,0.8934277296066284,0.5114942789077759,corelnet,150,5
46,0.9625260829925537,0.5,corelnet,150,6
47,0.9523940086364746,0.5775862336158752,corelnet,150,7
48,0.7097034454345703,0.5316091775894165,corelnet,150,8
49,0.9426572322845459,0.4712643623352051,corelnet,150,9
50,0.7079793214797974,0.545976996421814,corelnet,200,0
51,0.7007412314414978,0.5316091775894165,corelnet,200,1
52,0.756530225276947,0.4885057508945465,corelnet,200,2
53,0.7228299975395203,0.5344827771186829,corelnet,200,3
54,0.716002881526947,0.5258620977401733,corelnet,200,4
55,1.3368464708328247,0.48275861144065857,corelnet,200,5
56,0.7184823751449585,0.5488505959510803,corelnet,200,6
57,0.7240028977394104,0.545976996421814,corelnet,200,7
58,0.7317284345626831,0.5488505959510803,corelnet,200,8
59,0.7649667859077454,0.5,corelnet,200,9
60,0.7952492237091064,0.48563218116760254,corelnet,25,0
61,5.372321128845215,0.517241358757019,corelnet,25,1
62,1.5892910957336426,0.522988498210907,corelnet,25,2
63,1.2669012546539307,0.477011501789093,corelnet,25,3
64,0.9467284083366394,0.545976996421814,corelnet,25,4
65,1.0711290836334229,0.5258620977401733,corelnet,25,5
66,1.2571194171905518,0.5143678188323975,corelnet,25,6
67,0.8605701923370361,0.48275861144065857,corelnet,25,7
68,1.0916244983673096,0.4568965435028076,corelnet,25,8
69,0.9852979779243469,0.5028735399246216,corelnet,25,9
70,0.8623575568199158,0.5114942789077759,corelnet,300,0
71,0.7548263669013977,0.5086206793785095,corelnet,300,1
72,0.6715406775474548,0.6321839094161987,corelnet,300,2
73,0.7085597515106201,0.5373563170433044,corelnet,300,3
74,0.766056478023529,0.4885057508945465,corelnet,300,4
75,0.7195765376091003,0.5545976758003235,corelnet,300,5
76,0.7774098515510559,0.5660919547080994,corelnet,300,6
77,0.6936405897140503,0.5603448152542114,corelnet,300,7
78,0.7368444800376892,0.5344827771186829,corelnet,300,8
79,0.702257513999939,0.5632184147834778,corelnet,300,9
80,0.7311586141586304,0.5258620977401733,corelnet,350,0
81,0.7636345028877258,0.5373563170433044,corelnet,350,1
82,0.7046285271644592,0.5201149582862854,corelnet,350,2
83,0.7777761816978455,0.522988498210907,corelnet,350,3
84,0.811952531337738,0.4913793206214905,corelnet,350,4
85,0.7453060150146484,0.477011501789093,corelnet,350,5
86,0.7326210141181946,0.48275861144065857,corelnet,350,6
87,0.65081787109375,0.5977011322975159,corelnet,350,7
88,0.6480087041854858,0.6149425506591797,corelnet,350,8
89,0.7404215335845947,0.4655172526836395,corelnet,350,9
90,0.7548354864120483,0.5603448152542114,corelnet,400,0
91,0.6570586562156677,0.6178160905838013,corelnet,400,1
92,0.7973329424858093,0.5488505959510803,corelnet,400,2
93,0.7168660163879395,0.5201149582862854,corelnet,400,3
94,0.8652332425117493,0.5431034564971924,corelnet,400,4
95,0.7101602554321289,0.49712643027305603,corelnet,400,5
96,0.7342237234115601,0.5201149582862854,corelnet,400,6
97,0.7028532028198242,0.545976996421814,corelnet,400,7
98,0.7213550209999084,0.49712643027305603,corelnet,400,8
99,0.8352349996566772,0.5316091775894165,corelnet,400,9
100,0.7518575191497803,0.5316091775894165,corelnet,495,0
101,0.6081390976905823,0.6293103694915771,corelnet,495,1
102,0.7275508046150208,0.5143678188323975,corelnet,495,2
103,0.6790580749511719,0.540229856967926,corelnet,495,3
104,0.7366843223571777,0.5086206793785095,corelnet,495,4
105,0.7316375374794006,0.5028735399246216,corelnet,495,5
106,0.6414394378662109,0.6149425506591797,corelnet,495,6
107,0.7350537776947021,0.5747126340866089,corelnet,495,7
108,0.6959619522094727,0.5086206793785095,corelnet,495,8
109,0.7128989696502686,0.477011501789093,corelnet,495,9
0,0.8291195631027222,0.49712643027305603,transformer,5,0
1,0.7509164810180664,0.5316091775894165,transformer,5,1
2,0.845233142375946,0.5,transformer,5,2
3,0.7909693121910095,0.5201149582862854,transformer,5,3
4,0.7545335292816162,0.5143678188323975,transformer,5,4
5,0.802752673625946,0.5344827771186829,transformer,5,5
6,0.8527547121047974,0.4712643623352051,transformer,5,6
7,0.7985162734985352,0.4913793206214905,transformer,5,7
8,0.9100486636161804,0.4683907926082611,transformer,5,8
9,0.8139860033988953,0.5201149582862854,transformer,5,9
10,0.9479600787162781,0.48275861144065857,transformer,25,0
11,0.8023184537887573,0.5057471394538879,transformer,25,1
12,0.7714232802391052,0.49712643027305603,transformer,25,2
13,0.8255174160003662,0.4712643623352051,transformer,25,3
14,0.7922936081886292,0.49425286054611206,transformer,25,4
15,0.7339956164360046,0.5718390941619873,transformer,25,5
16,0.7545463442802429,0.5948275923728943,transformer,25,6
17,0.7485055327415466,0.5574712753295898,transformer,25,7
18,0.7604119181632996,0.5431034564971924,transformer,25,8
19,0.730577290058136,0.5660919547080994,transformer,25,9
20,0.7095642685890198,0.5775862336158752,transformer,50,0
21,0.6642516851425171,0.5948275923728943,transformer,50,1
22,0.6976056694984436,0.6120689511299133,transformer,50,2
23,0.6517006158828735,0.6120689511299133,transformer,50,3
24,0.7446843385696411,0.5775862336158752,transformer,50,4
25,0.7544156908988953,0.545976996421814,transformer,50,5
26,0.7952646017074585,0.5086206793785095,transformer,50,6
27,0.6972349286079407,0.5862069129943848,transformer,50,7
28,0.6967092752456665,0.5833333134651184,transformer,50,8
29,0.6929801106452942,0.5718390941619873,transformer,50,9
30,0.6699398756027222,0.6235632300376892,transformer,100,0
31,0.6246764659881592,0.681034505367279,transformer,100,1
32,0.6958383917808533,0.6005747318267822,transformer,100,2
33,0.5487855076789856,0.7126436829566956,transformer,100,3
34,0.693018913269043,0.6408045887947083,transformer,100,4
35,0.6145984530448914,0.6695402264595032,transformer,100,5
36,0.6057385206222534,0.6551724076271057,transformer,100,6
37,0.6157179474830627,0.6666666865348816,transformer,100,7
38,0.6103383898735046,0.6637930870056152,transformer,100,8
39,0.6957799196243286,0.568965494632721,transformer,100,9
40,0.54029780626297,0.7155172228813171,transformer,150,0
41,0.5656399726867676,0.7471264600753784,transformer,150,1
42,0.4810754060745239,0.7758620977401733,transformer,150,2
43,0.578984797000885,0.6925287246704102,transformer,150,3
44,0.5556150674819946,0.6925287246704102,transformer,150,4
45,0.46490010619163513,0.7931034564971924,transformer,150,5
46,0.6292775869369507,0.6522988677024841,transformer,150,6
47,0.5779891610145569,0.6896551847457886,transformer,150,7
48,0.557806134223938,0.727011501789093,transformer,150,8
49,0.4922615885734558,0.7528735399246216,transformer,150,9
50,0.3958686292171478,0.8275862336158752,transformer,200,0
51,0.5654523372650146,0.7701149582862854,transformer,200,1
52,0.535810649394989,0.7413793206214905,transformer,200,2
53,0.44037631154060364,0.8045976758003235,transformer,200,3
54,0.44630467891693115,0.7931034564971924,transformer,200,4
55,0.5194939374923706,0.7816091775894165,transformer,200,5
56,0.48658400774002075,0.7528735399246216,transformer,200,6
57,0.5432018637657166,0.7643678188323975,transformer,200,7
58,0.5678708553314209,0.7011494040489197,transformer,200,8
59,0.5054717063903809,0.795976996421814,transformer,200,9
60,0.7627159953117371,0.49712643027305603,transformer,25,0
61,0.7617406845092773,0.5919540524482727,transformer,25,1
62,0.786597490310669,0.5488505959510803,transformer,25,2
63,0.7226290702819824,0.5344827771186829,transformer,25,3
64,0.6789061427116394,0.6005747318267822,transformer,25,4
65,0.7990743517875671,0.5057471394538879,transformer,25,5
66,0.7599890828132629,0.5316091775894165,transformer,25,6
67,0.7451397180557251,0.5143678188323975,transformer,25,7
68,0.6895647644996643,0.6235632300376892,transformer,25,8
69,0.8481205105781555,0.4712643623352051,transformer,25,9
70,0.24623341858386993,0.9051724076271057,transformer,300,0
71,0.37488800287246704,0.8160919547080994,transformer,300,1
72,0.320122629404068,0.8505747318267822,transformer,300,2
73,0.2578217387199402,0.8764367699623108,transformer,300,3
74,0.2757813036441803,0.8793103694915771,transformer,300,4
75,0.2585126757621765,0.8936781883239746,transformer,300,5
76,0.26685860753059387,0.8994252681732178,transformer,300,6
77,0.30184394121170044,0.8879310488700867,transformer,300,7
78,0.27797916531562805,0.8678160905838013,transformer,300,8
79,0.2768285274505615,0.8994252681732178,transformer,300,9
80,0.2372264266014099,0.9022988677024841,transformer,350,0
81,0.2891092300415039,0.8965517282485962,transformer,350,1
82,0.24054832756519318,0.8850574493408203,transformer,350,2
83,0.2325267642736435,0.8994252681732178,transformer,350,3
84,0.2737506926059723,0.8649425506591797,transformer,350,4
85,0.28184330463409424,0.8965517282485962,transformer,350,5
86,0.2720261812210083,0.8879310488700867,transformer,350,6
87,0.3400436341762543,0.8735632300376892,transformer,350,7
88,0.2727298140525818,0.8908045887947083,transformer,350,8
89,0.3056347966194153,0.8764367699623108,transformer,350,9
90,0.22319567203521729,0.8936781883239746,transformer,400,0
91,0.18719244003295898,0.9195402264595032,transformer,400,1
92,0.16129665076732635,0.9425287246704102,transformer,400,2
93,0.23572757840156555,0.8994252681732178,transformer,400,3
94,0.2365381121635437,0.9224137663841248,transformer,400,4
95,0.239100843667984,0.8994252681732178,transformer,400,5
96,0.1962430626153946,0.9166666865348816,transformer,400,6
97,0.1814170777797699,0.9224137663841248,transformer,400,7
98,0.2106027752161026,0.9195402264595032,transformer,400,8
99,0.25651150941848755,0.8936781883239746,transformer,400,9
100,0.16119594871997833,0.9482758641242981,transformer,495,0
101,0.17692124843597412,0.9252873659133911,transformer,495,1
102,0.18481634557247162,0.9511494040489197,transformer,495,2
103,0.19407764077186584,0.9425287246704102,transformer,495,3
104,0.15019091963768005,0.9425287246704102,transformer,495,4
105,0.15452158451080322,0.9396551847457886,transformer,495,5
106,0.14244261384010315,0.959770143032074,transformer,495,6
107,0.18561410903930664,0.9367815852165222,transformer,495,7
108,0.12703700363636017,0.9568965435028076,transformer,495,8
109,0.15852200984954834,0.9482758641242981,transformer,495,9
